,PORT_NAME,INDEX_NO,coords
27284,Seacraft anchorage in lower reaches of Changshu Gang,,"((121.1299786932382, 31.728110527),)"
27287,Changshu Gang Seacraft Anchorage,,"((121.04671997282935, 31.779925022),)"
27290,Taicang Gang Seacraft Anchorage,,"((121.24580059127788, 31.648677493999998),)"
27309,No1,,"((114.58088890740893, 22.4068644405),)"
27312,No9,,"((114.77750000944022, 22.506388895999997),)"
27315,No11,,"((114.82361113509467, 22.4202777485),)"
27320,Oostdyck,,"((2.56040443399999, 51.336159765999994),)"
27372,3 East LNG,,"((3.5055873994675526, 52.02040285299999),)"
27373,,,"((3.9302502013727203, 52.0291714555),)"
27397,,,"((-71.60299602374926, 11.183329336),)"
27398,,,"((-71.52310153706672, 10.3730158455),)"
27399,,,"((76.067602392, 9.92032187),)"
27403,,,"((100.19773195355006, 5.5706965405),)"
27404,Naval Tanker Anchorage,,"((83.39153441798703, 17.729692272500003),)"
27413,Petroleum II,,"((83.41816026469802, 17.587294466),)"
27414,Petroleum I,,"((83.39180127924108, 17.6002098055),)"
27415,Gas & Expl.,,"((83.39810990851443, 17.5838394455),)"
11046,,,"((81.22005675919354, 8.518907306715846),)"
27461,No7,,"((121.1267456944405, 37.840696857),)"
27476,No14WL,,"((114.00904799934803, 22.0916104175),)"
27477,No8SM,,"((113.93389748914538, 22.015863996500002),)"
27478,No10DG,,"((114.12450712539366, 22.032333471999998),)"
27484,No1BJ,,"((113.9505603051194, 21.9171369955),)"
27489,No5GZ,,"((113.81727114666504, 21.966347484499998),)"
27490,No11SM,,"((113.9838952565, 22.023952994),)"
27491,No7SM,,"((113.90056048925, 22.000456508),)"
27494,NoK14,,"((113.30685781419461, 21.8322967965),)"
27496,No6DA,,"((113.80067750078112, 21.916457516500003),)"
27498,,,"((-79.82356488704681, 9.429898224771023),)"
27552,F.A.1,,"((9.851424431718748, 55.5993354455),)"
27553,F.A.2,,"((9.879450474, 55.572599186000005),)"
27558,No 7,,"((-40.869259931281135, -21.759940856),)"
27560,No 10,,"((-40.75628802125, -21.813452140499997),)"
27584,,,"((119.8846447415, 35.4608295015),)"
27586,No1,,"((121.75487690515334, 30.194527809),)"
27588,No3,,"((121.80822303211785, 30.2164583045),)"
27589,No4,,"((121.81084449650125, 30.176680558),)"
27590,Majishangang Maodi No1,,"((122.76166956669454, 30.42313131),)"
27592,Majishan Extended S Anchorage,,"((122.7804699132306, 30.411055544),)"
27593,Majishan Extended N Anchorage,,"((122.73196650310564, 30.440388894),)"
27603,,,"((-79.29630784466318, 43.2200953175),)"
44004,,,"((-2.066343490813117, 47.30596000794321),)"
27628,,,"((118.7706849905, 38.696527350500006),)"
27630,No1,,"((118.25186053266826, 38.8055544105),)"
27645,,,"((49.335696240887046, 29.763164687901735),)"
27646,,,"((49.208276392892, 29.858835395425558),)"
27658,No1,,"((118.2329829895, 38.7982178985),)"
27659,No6,,"((118.42595184120759, 38.651763),)"
27663,Schouwenbank,,"((3.3397429927429343, 51.7796330325),)"
27664,Schouwenbank,,"((3.3968818336234055, 51.822909582),)"
27665,9,,"((6.1870636928830915, 53.6429368),)"
11309,2,,"((29.797133986733527, 59.969048257917166),)"
11310,3a,,"((29.707014800515026, 59.98587383888662),)"
27712,C,,"((-61.1669379238614, 45.425825449499996),)"
27713,D,,"((-61.175578920250004, 45.4183391945),)"
27714,B,,"((-61.15527617, 45.418102321999996),)"
27715,A,,"((-61.169177284, 45.4050247505),)"
11345,164A,,"((131.92098133433137, 43.051326954737306),)"
11473,DD,,"((-54.026618669740856, 47.784859500825405),)"
11490,,,"((-71.37740788981318, 46.7171377222985),)"
11501,Longyanwan Maodi,,"((122.6124900124779, 37.44023198727518),)"
27903,Tongue Hazardous Anchorage,,"((1.4999854513728759, 51.537482896),)"
27904,Tongue Deep Water,,"((1.4999638534093767, 51.5169722535),)"
27913,Sunk DW,,"((1.7055269914968045, 51.929954029),)"
11530,No86LH,,"((113.51302823335409, 23.020664881914854),)"
44301,Hound Point Marine Terminal,,"((-3.361894877480041, 56.00257087033242),)"
44326,AUGHINISH MARINE TERMINAL,,"((-9.059801776196402, 52.641330007463694),)"
27972,,,"((105.28889713550001, -5.483276936999999),)"
27973,,,"((112.77639823246278, -6.849456243),)"
11607,Xiaohuangpu Handy Vessel Anchorage,,"((121.46474161721798, 31.15930447820574),)"
11640,452,,"((36.51020140590555, 45.304861259646714),)"
28030,STS operation anchorage area,,"((82.41898440700001, 16.9928156115),)"
28031,,,"((78.28502272255719, 8.673126278445125),)"
28038,No 2,,"((86.73327249362751, 20.16922851),)"
28039,No 1,,"((86.70328987215302, 20.180051140000003),)"
28041,,,"((35.069440891966224, -19.94101468473673),)"
28042,,,"((34.95083771646023, -19.86968234181404),)"
28047,,,"((-56.032109911999996, -35.052354717),)"
28113,No 3,,"((-71.38733091509586, -17.622709510500002),)"
28119,,,"((-55.514173213999996, -35.191684579),)"
28120,,,"((-55.252911536553114, -35.162521014999996),)"
44510,Liverpool Container Terminal 2,,"((-3.0230724005014453, 53.45385548193008),)"
44519,Cammell Laird,,"((-3.010577389829212, 53.38401997927576),)"
44522,Belfast Car Ferry Terminal,,"((-3.025841801847308, 53.43101848382503),)"
11770,"Yonkers, Greystone Station",,"((-73.88955759183055, 40.97536150831729),)"
44545,Whitegate Marine Terminal,,"((-8.25839773450637, 51.831633634865284),)"
28172,No 1,,"((27.145055333132824, 40.500807906000006),)"
28173,Area C,,"((50.427534263, 29.204226778),)"
28176,Area D,,"((50.3566904595, 29.151617721500003),)"
28179,No.2,,"((126.20767917825, 37.0988877815),)"
28191,,,"((72.41667516000001, 21.687475698500002),)"
28223,No 2,,"((-48.5039119185, -1.2802346235000002),)"
28231,"Prince William Sound, Alaska",,"((-146.5849149085193, 60.640853018499996),)"
28251,Outside Breakwater Anchorage Area F,,"((-118.11779183240606, 33.645730381),)"
28253,Delaware Bay and River Anchorage 1,,"((-75.41080710034994, 39.3150139035),)"
28254,"Port Everglades, Commercial anchorage",,"((-80.05389189525, 26.127152758999998),)"
11876,,,"((-0.16655184334303147, 39.59837541449815),)"
28260,Sabine Pass Inshore Anchorage Areas,,"((-93.60079255375, 29.604091546),)"
11878,,,"((2.658801198657029, 39.54165218397975),)"
28266,"Narragansett Bay, RI Brenton Point Anchorage Ground",,"((-71.31566329027808, 41.3277221745),)"
11885,,,"((24.98602533322871, 37.41586638148874),)"
28283,,,"((-97.00530056658167, 26.015232474999998),)"
28284,,,"((-97.01879865419826, 26.0936350775),)"
28285,,,"((-96.90854273067497, 27.735938499),)"
44669,Changi Sailing Club,,"((103.97853998467326, 1.392211988568306),)"
28287,,,"((-96.24073829116287, 28.28350095),)"
28288,,,"((-96.14726523371648, 28.3177295835),)"
28289,,,"((-95.13907709807853, 28.855507001),)"
28290,,,"((-95.22010562817297, 28.792922641),)"
28291,,,"((-94.51749307660506, 29.2901562055),)"
44678,,,"((-117.15652239685278, 32.69919550046325),)"
28296,Sabine Pass Inshore Anchorage Areas,,"((-93.6653872830002, 29.588704047999997),)"
44682,,,"((-91.12065877765417, 30.188203621655703),)"
28312,No. 4,,"((-44.397030170743875, -23.150244788000002),)"
28317,No.3,,"((-46.2453761735, -24.175461223),)"
28318,No.6,,"((-46.400980619377435, -24.1012155815),)"
28320,No. 2A,,"((-50.9688771955, 0.056437533),)"
28321,No. 1A,,"((-50.921857191, 0.1221146055),)"
11938,,,"((-59.98797774805074, -33.47026475239545),)"
28355,,,"((-87.5635924745, 13.179034078),)"
28362,,,"((-95.089331427, 16.116407965),)"
44765,PTTGC(7),,"((101.12568925134838, 12.635816428810358),)"
44800,Terminal XXI,,"((-8.847728446125984, 37.934874119237065),)"
44801,Terminal Multiporpose,,"((-8.854335900396109, 37.93857280164957),)"
44802,,,"((-8.856013035401702, 37.93863005004823),)"
44803,Terminal LNG,,"((-8.858514362946153, 37.93506874702871),)"
44806,Terminal Petroquímico,,"((-8.878929326310754, 37.9505505412817),)"
44807,Terminal Petrolffero,,"((-8.888226030394435, 37.94530598446727),)"
12083,Alfa,,"((-74.2281326581724, 11.240406115539372),)"
12084,CP04 - FOXTROT,,"((-74.23525939229876, 11.233927197754383),)"
12122,Caiqishan Anchorage,,"((121.1551017828339, 30.569167071953416),)"
28549,OS13,,"((149.57751669425, -21.1628849005),)"
28568,OS14,,"((149.60496667249998, -21.162885152),)"
28590,,,"((137.56999998983332, -33.370000007),)"
28604,,,"((-0.8102766509999999, 49.588706628),)"
28609,Nr.3,,"((14.119080450565118, 54.2978372325),)"
28610,,,"((7.454398490482101, 54.0812606735),)"
28644,,,"((15.031133353867634, 42.045259479500004),)"
28648,,,"((12.472030185163021, 44.51443886384368),)"
28654,Zona Alfa,,"((9.09186357175, 39.038140028499996),)"
12280,,,"((13.179145385446123, 32.934193052351475),)"
12293,No 2,,"((25.716890157200396, -33.84597777854651),)"
45066,,,"((3.4063985379302224, 6.42464114818722),)"
45068,,,"((3.3738389890640974, 6.4480832777917385),)"
45070,NPA Dockyard Apapa,,"((3.371875863522291, 6.451045861467719),)"
45071,Apapa Petroleum Jetties,,"((3.3699931204319, 6.4544677734375),)"
28733,,,"((18.20375269049749, 58.695889846),)"
28741,Echo,,"((-0.834081047, 54.70228325550001),)"
28743,Whiskey,,"((-1.180833298, 54.794249162),)"
28744,Echo,,"((-0.8575129925, 54.718333301),)"
28752,,,"((-1.9392621419475438, 57.08040839),)"
45142,,,"((28.65360391378517, 44.10422969609499),)"
28785,,,"((-4.0832104985439965, 51.452974243499995),)"
28793,,,"((-3.4059949053972107, 50.4402082455),)"
12447,,,"((135.33276545510722, 34.465186768211424),)"
28858,Mina Zayid,,"((54.20741107160629, 24.746436341),)"
28861,Musaffah Lighterage,,"((54.149990393037534, 24.7297764285),)"
28885,A,,"((51.82776200599936, 25.3056710955),)"
28893,VTTV Jetty Anchorage Number 4,,"((33.3325000009958, 34.6885000305),)"
28894,VTTV Jetty Anchorage Number 3,,"((33.35216671150799, 34.6964999285),)"
28896,VTTV Jetty Anchorage,,"((33.35216671083648, 34.6883332725),)"
28898,VTTV Jetty Anchorage Number 5,,"((33.34233331408967, 34.688333231),)"
28899,VTTV Jetty Anchorage Number 1,,"((33.33250000100198, 34.6964999705),)"
28900,VTTV Jetty Anchorage Number 2,,"((33.342333314499996, 34.69649997),)"
28917,,,"((104.0877173505, 0.7400001764999999),)"
28923,,,"((-97.670833363, 22.2374999985),)"
28924,,,"((-97.71874778778266, 22.2181645405),)"
28979,170A,,"((142.95238695210213, 46.533380169),)"
28998,,,"((121.4662374925, 27.846800987),)"
45564,,,"((-9.10751891322434, 38.72575789690018),)"
12869,,,"((-3.418865231797099, 47.659172946587205),)"
29328,,,"((-61.565826551130975, 10.328609361),)"
29333,,,"((-61.583531190392044, 10.3500971655),)"
29334,,,"((48.758216639500006, 29.6452911565),)"
29351,,,"((29.101482299749996, 40.451089893),)"
29352,,,"((29.0637010724112, 40.461877654),)"
29355,,,"((27.611667966147515, 40.947230876999996),)"
12991,,,"((1.7344880521733896, 51.00750002078712),)"
29394,,,"((58.395018938, 23.699929956),)"
13045,,,"((-1.276144904550165, 46.10008271411061),)"
29500,Terminal Anchorage,,"((8.339948518784503, 4.1498829834999995),)"
29502,,,"((8.525502355769277, 4.113330636173487),)"
13132,,,"((14.870416496414691, 36.69124984648079),)"
45912,Isewan Sea-Berth,,"((136.74035389681194, 34.925809940323234),)"
29533,,,"((5.81914122956365, 36.840739497),)"
29534,,,"((-48.48645015307769, -1.095904628),)"
29548,,,"((119.85100963160963, 39.582449002000004),)"
29549,No5,,"((119.29528960222157, 38.8501930325),)"
29561,,,"((118.98772877064454, 24.725830018499998),)"
29570,,,"((111.32534523175, 21.1685619635),)"
29572,No1,,"((111.77040784100001, 21.452923016),)"
29573,,,"((111.3552100965263, 21.2494210105),)"
29574,,,"((111.38907629210718, 21.1656145095),)"
29580,No3,,"((108.58375520935235, 21.384244006499998),)"
29581,No2,,"((108.69943419113375, 21.383822522499997),)"
29584,No2-2,,"((108.3862500165, 21.385555565),)"
29585,No2-2,,"((108.3861805515, 21.3666666525),)"
29589,No4,,"((108.29879860444473, 21.2866666255),)"
29590,No5,,"((108.41777084677852, 21.1622639275),)"
29591,No6-1,,"((108.40784141187146, 21.069180546),)"
29592,No6-2,,"((108.49925478621955, 21.069180546),)"
29594,,,"((111.1671298876723, 20.9477135255),)"
29596,,,"((111.25037580422406, 21.166883194),)"
29597,,,"((110.86075629319768, 21.02243002),)"
29598,,,"((111.00045823846875, 20.948719521500003),)"
29602,,,"((100.984487312, 12.569475131499999),)"
29603,,,"((100.7565616135, 13.110731206499999),)"
29637,D,,"((55.04995164850063, 25.3416487805),)"
29638,E,,"((54.8841654415, 25.5250391635),)"
29643,Bravo,,"((55.284244992589166, 25.5466783045),)"
29645,Zone IV,,"((55.95128310969102, 26.0172698525),)"
29646,,,"((55.73082061315991, 26.544469781),)"
29648,,,"((55.951989400313124, 26.1081193845),)"
29654,,,"((56.24999400278655, 26.2925245655),)"
29657,,,"((56.254577175136184, 27.054470996),)"
29662,Outer Anchorage,,"((52.63709810550013, 24.474974535),)"
29669,,,"((39.50843629427254, 15.60724695213139),)"
29676,A09,,"((120.65132295460461, 14.498554221),)"
29686,A10,,"((120.65131944604218, 14.508920414373279),)"
29688,A12,,"((120.65803502686322, 14.508920414373279),)"
29702,M7,,"((120.65662116743624, 14.478566274046898),)"
29703,Q3,,"((120.6513351552853, 14.4897342795),)"
46095,Jaya Container Terminal,,"((79.8544193431735, 6.950785322114825),)"
46096,Unity Container Terminal,,"((79.854198647663, 6.958721475675702),)"
46097,South Asia Gateway Terminal (SAGT),,"((79.84448871575296, 6.946142166852951),)"
29721,No.1,,"((-44.05369264792398, -1.8994678785),)"
29722,No.2,,"((-44.07994608575, -2.0751096955),)"
29747,No2,,"((121.44324109429874, 40.549099487),)"
29748,No3,,"((121.36738436680699, 40.2493190015),)"
29752,No6,,"((121.24999995975, 36.1083333655),)"
29759,No14,,"((109.0509705195, 19.8605550355),)"
29763,,,"((109.03045225328529, 21.0496034795),)"
29767,2,,"((2.905061760106898, 51.923445397500004),)"
29769,Schouwenbank,,"((3.356518421929628, 51.8237416775),)"
29772,6,,"((3.773504154664141, 52.4531359125),)"
29807,Banco Chico,,"((-57.369081820212074, -34.855285822),)"
29822,SA1,,"((49.44319960095048, 27.7010404035),)"
13442,Bravo,,"((10.518824180214752, 59.33689299970865),)"
29842,Bravo (West) JNP Outer Anchorage,,"((72.43429127652098, 18.773174575),)"
29843,,,"((72.48298527624999, 18.766147205),)"
29844,,,"((73.07410514591427, 17.284030336),)"
13480,,,"((5.005632676184177, 60.822686925530434),)"
29982,,,"((136.3995340000838, -13.862378038465977),)"
30026,,,"((116.38289889475001, -20.081666666),)"
13650,A,,"((11.56811605937768, 57.57408350240439),)"
13651,,,"((11.180798683752933, 58.1827348144725),)"
13654,,,"((19.03700061298518, 59.23141098115593),)"
13658,B,,"((17.41548762700367, 60.70695761125535),)"
13660,A,,"((17.337176830477095, 60.74117476120591),)"
13670,M4,,"((11.694499994628131, 57.93391114566475),)"
13685,,,"((-2.376798363402486, 50.61555950436741),)"
30118,,,"((104.054083070734, 5.7342949875),)"
30127,Echo,,"((-0.8341442255, 54.7285810155),)"
30132,,,"((101.150631238, 9.077116828000001),)"
13768,,,"((-9.083740459755063, 52.65167847275734),)"
30200,,,"((105.92249984349999, -5.991666647),)"
30201,,,"((105.919999815, -6.0175001285),)"
30203,,,"((107.76739394699999, -5.841026748),)"
30226,,,"((20.774734516931503, 55.9595683955),)"
30282,2,,"((27.95589866532781, 43.133064508000004),)"
30283,4,,"((27.9501205879463, 43.0789939825),)"
46694,,,"((29.042075676843524, 41.06371804140508),)"
46695,,,"((29.037382397800684, 41.05707806535065),)"
30312,,,"((106.7290800344199, 20.469826022163033),)"
14149,,,"((-2.985380192100406, 53.36663532536477),)"
14203,Anchorage Area B,,"((-8.275336954508532, 51.76699998322874),)"
14204,Anchorage Area A,,"((-8.269458737298493, 51.838550004176795),)"
14292,Zone I,,"((56.020383904332824, 25.99499512463808),)"
14303,U1 ULCC,,"((38.95743273664266, 22.750223740004003),)"
14324,,,"((119.36083337757736, -5.106666628271341),)"
14340,,,"((-109.2148155416362, 25.528573310002685),)"
14344,,,"((-95.14375001192093, 16.128705642186105),)"
14408,Baton Rouge General Anchorage,,"((-91.21321443426723, 30.400628582574427),)"
14422,White Castle Anchorage,,"((-91.11156829804781, 30.196152389980853),)"
14453,,,"((-70.26246624067426, 11.75187692977488),)"
14475,Eastern Working Area,,"((100.88873523753136, 13.182177837006748),)"
14567,Shanhaiguan Shipyard Anchorage,,"((119.85139558425595, 39.931436204351485),)"
14568,Penglai Gang Outter Anchorage,,"((120.89166594950409, 37.89416946005076),)"
14606,,,"((23.05881611793962, 37.90665631648153),)"
14742,No. 1,,"((-38.49604939801357, -3.7019312381744385),)"
14798,Luhuashan Beimaodi,,"((122.6258525109896, 30.848317514173687),)"
47602,Clydeport Greenock Ocean Terminal,,"((-4.762478080629245, 55.954805965999995),)"
14852,,,"((109.19379802420735, 19.727596007287502),)"
14887,Santa Monica Bay Commercial Anchorage ES-2,,"((-118.48999452889538, 33.90333250164986),)"
14991,,,"((-9.400000227615237, 38.68500319775194),)"
14992,,,"((-9.406670755706728, 38.67100336588919),)"
15039,,,"((-7.425440261140466, 43.73304411303252),)"
15065,No.3,,"((-44.06099789310247, -23.012516666203737),)"
15075,No 1,,"((-34.79165648659949, -6.9166735745966434),)"
15083,No. 3B,,"((-48.52668714128781, -1.442498923279345),)"
15084,No. 1,,"((-48.518775715492666, -1.402122750878334),)"
15085,No. 4,,"((-48.52252206827379, -1.423795921728015),)"
15111,,,"((-81.31173374075027, -4.574171025305986),)"
47914,,,"((4.553671153262258, 51.83280861005187),)"
15177,,,"((-90.81747343763709, 13.904924830421805),)"
15190,B,,"((-79.92888496568105, 9.356254111044109),)"
15191,A,,"((-79.92720930453467, 9.371132450178266),)"
15192,Hazardous Cargo Anchorage,,"((-79.9334778160626, 9.376085065305233),)"
15224,,,"((-70.29389071348294, 11.801801263354719),)"
15227,Zona de Fondeo Buques En Espera,,"((-64.66492967397153, 10.263029267080128),)"
15230,,,"((-110.83838525486152, 27.864986867643893),)"
15231,,,"((-110.81845719598292, 27.863969556055963),)"
15301,No 6,,"((26.88131298870689, 38.81085424683988),)"
15312,A,,"((139.90067465230823, 35.49161912407726),)"
15340,,,"((133.43660334283578, 34.378832462243736),)"
15368,,,"((126.58901744987816, 37.48723665252328),)"
15370,,,"((126.582789870145, 37.41523941513151),)"
15372,,,"((126.58900967956612, 37.48724947683513),)"
15384,Waiting anchorage No.1,,"((126.39663892099634, 37.29665811639279),)"
15386,,,"((128.70192933349773, 35.06998001597822),)"
15389,Western Working Area 1,,"((100.83929647379765, 13.183150640688837),)"
15390,,,"((100.81465687858673, 13.098862683400512),)"
15391,,,"((100.78157889191061, 13.114410610869527),)"
15419,,,"((100.58645459132609, 13.675655177794397),)"
48208,Offshore Oil Terminal,,"((69.67491201125085, 22.441271524876356),)"
15446,,,"((45.3411262906631, 2.0111402682960033),)"
15454,No7,,"((39.354510194245485, -6.776367807760835),)"
15456,No4,,"((39.346485096347536, -6.768485801294446),)"
15458,No2,,"((39.33383266412487, -6.750661684200168),)"
15459,No1,,"((39.327667625169305, -6.744963708333671),)"
15460,No3,,"((39.32683585418208, -6.753334924578667),)"
15522,,,"((-68.05000571557629, 10.533367437310517),)"
15523,Bravo,,"((-67.99999716226012, 10.519168158061802),)"
15524,ALFA,,"((-68.03000414511189, 10.515847918577492),)"
15530,,,"((170.54856925271451, -45.86853699758649),)"
15531,,,"((-80.88030282435855, -2.1616376750171185),)"
15532,,,"((-80.92726804521075, -2.161645176820457),)"
15616,Commercial Anchorage F (outside of Long Beach Breakwater),,"((-118.21464301643529, 33.70615204330534),)"
15631,New Haven North Anchorage Ground,,"((-72.87448001686367, 41.19044931605458),)"
15634,New Haven North Anchorage Ground,,"((-72.84315435681492, 41.19437359739095),)"
48429,Hafen Schulau,,"((9.697942519560456, 53.57020732015371),)"
15714,Portland Harbor Maine Anchorage Area B,,"((-70.21209958812418, 43.6575077008456),)"
15715,Portland Harbor Maine Anchorage Area C,,"((-70.2078724323871, 43.64822340197861),)"
15780,East Passage Anchorage Area B,,"((-71.29044272369927, 41.603441862389445),)"
15781,East Passage Anchorage Area B,,"((-71.30580038249434, 41.56612282153219),)"
15809,Naval Anchorage Area A,,"((-76.0370182609274, 36.94137866143137),)"
15810,Commercial Explosives Anchorage Area E,,"((-76.20573676917192, 36.98487906251103),)"
16005,,,"((29.011605864449677, 40.98580305464566),)"
16006,,,"((29.016475194998975, 41.04273709002882),)"
16017,,,"((74.74003532901406, 12.933586724102497),)"
48876,PT INDAH KIAT,,"((106.00472669242882, -5.8807910415),)"
48879,Pelsus PT DKI,,"((116.73628589815628, -1.10818529),)"
48915,SBM-2 Terminal,,"((100.77762401662767, 13.071445897221565),)"
16197,Le Verdon,,"((-1.050337279662127, 45.5604166444391),)"
16198,Suzac,,"((-1.0112673488580972, 45.564649547450244),)"
16199,Zone Tanger Med Ouest,,"((-5.585246950785212, 35.87541670538485),)"
16218,,,"((35.31030678190291, 33.524510292336345),)"
16223,,,"((-4.049229873581471, 5.219965022988617),)"
16226,,,"((8.810550011694431, -0.6462100334465504),)"
49022,,,"((4.625607328489423, 51.754595059901476),)"
16257,,,"((9.73739295083988, 2.941149976104498),)"
49085,Terminal Del Guazú S.A.,,"((-58.883097625875926, -33.902264898),)"
49142,,,"((-59.11764353513718, -34.023909363895655),)"
16382,Hamriyah B,,"((55.39715970866382, 25.5304669495672),)"
16383,,,"((55.40200658608228, 25.621414580382407),)"
